model,mcc,micro_f1,micro_precision,micro_recall,macro_f1,macro_precision,macro_recall,precision_bug,precision_enhancement,precision_question,recall_bug,recall_enhancement,recall_question,f1_bug,f1_enhancement,f1_question
seBERT,0.7471299639649843,0.8576467373754937,0.8576467373754937,0.8576467373754937,0.7803102827075511,0.8206282151002208,0.7566920947472381,0.8663883089770354,0.8642583632639734,0.7312379730596537,0.9064733915806196,0.8769087130680963,0.48669417959299843,0.885977680737506,0.8705375829695629,0.5844155844155845
